1585310294.57; ark; eur; 1.866361265058339 § bitcoin; eur; 4.649446912448525 § ethereum; eur; 2.2410915032676795 § litecoin; eur; 1.0119990287696612 § monero; eur; 10.739138491802615
1585471580.42; ark; eur; 1.0302669167507625 § bitcoin; eur; 1.1266332922225553 § ethereum; eur; 1.0229365352655966 § litecoin; eur; 3.6533053968623426 § monero; eur; 11.659944962171988
1585471581.43; ark; eur; 0.9684509017457168 § bitcoin; eur; 1.0719423557068972 § ethereum; eur; 0.9828213770198869 § litecoin; eur; 1.1536058469904762 § monero; eur; 9.069483912533668
1585471582.43; ark; eur; 1.3087088826558442 § bitcoin; eur; 1.489898173706625 § ethereum; eur; 0.9727925874584595 § litecoin; eur; 1.1305337300506666 § monero; eur; 8.197418151713123
1585471583.44; ark; eur; 1.2705911482095575 § bitcoin; eur; 1.387650259824798 § ethereum; eur; 2.5410405633031936 § litecoin; eur; 3.999408013407196 § monero; eur; 10.3399511928695
1585471584.45; ark; eur; 2.0724539884550603 § bitcoin; eur; 3.1130782312399066 § ethereum; eur; 2.6157770504591698 § litecoin; eur; 3.9609521671244345 § monero; eur; 10.889948596745535
1585471585.45; ark; eur; 2.2906070398713823 § bitcoin; eur; 3.048222434755742 § ethereum; eur; 5.152053458978604 § litecoin; eur; 3.614849550579581 § monero; eur; 10.779949115970329
1585471586.45; ark; eur; 2.925571562566077 § bitcoin; eur; 3.242789824208236 § ethereum; eur; 5.152053458978604 § litecoin; eur; 3.8071287819933883 § monero; eur; 10.999948077520743
1585471587.46; ark; eur; 2.8378044156890945 § bitcoin; eur; 3.3076456206924005 § ethereum; eur; 5.4740568001647665 § litecoin; eur; 3.999408013407196 § monero; eur; 11.549945481396781
1585471588.46; ark; eur; 2.7622734571408833 § bitcoin; eur; 5.089775838877715 § ethereum; eur; 5.4740568001647665 § litecoin; eur; 3.9609521671244345 § monero; eur; 11.549945481396781
1585471589.47; ark; eur; 2.705900529444131 § bitcoin; eur; 4.56159155371116 § ethereum; eur; 5.04471901191655 § litecoin; eur; 4.037863859689957 § monero; eur; 10.66994963519512
1585471590.47; ark; eur; 2.076605186046948 § bitcoin; eur; 4.421862305000252 § ethereum; eur; 5.527724023695794 § litecoin; eur; 7.446949026896171 § monero; eur; 11.659944962171988
1585471591.47; ark; eur; 1.9198802663452912 § bitcoin; eur; 4.657067746755585 § ethereum; eur; 6.566530024841711 § litecoin; eur; 7.826895405819445 § monero; eur; 10.999948077520743
1585471592.48; ark; eur; 1.0916306680655092 § bitcoin; eur; 4.798191011808784 § ethereum; eur; 7.125383643977176 § litecoin; eur; 7.598927578465481 § monero; eur; 11.439946000621573
1585471593.48; ark; eur; 1.1030018208578583 § bitcoin; eur; 2.8878029190997876 § ethereum; eur; 6.566530024841711 § litecoin; eur; 7.294970475326862 § monero; eur; 10.66994963519512
1585471594.49; ark; eur; 1.1085012950737616 § bitcoin; eur; 3.161384248277662 § ethereum; eur; 6.566530024841711 § litecoin; eur; 7.294970475326862 § monero; eur; 11.439946000621573
1585471595.49; ark; eur; 1.0863312691722864 § bitcoin; eur; 2.978996695492412 § ethereum; eur; 6.566530024841711 § litecoin; eur; 7.9028846816041 § monero; eur; 11.329946519846366
1585471596.5; ark; eur; 1.8425412955989344 § bitcoin; eur; 1.3121133505870577 § ethereum; eur; 5.8010106097284035 § litecoin; eur; 7.446949026896171 § monero; eur; 9.116424809945679
1585471597.5; ark; eur; 1.9565129221308273 § bitcoin; eur; 1.3522800858091104 § ethereum; eur; 5.859606676493337 § litecoin; eur; 9.142085068553895 § monero; eur; 8.161370782237084
1585471598.5; ark; eur; 2.7829272354111514 § bitcoin; eur; 1.2001617635521264 § ethereum; eur; 5.976798810023204 § litecoin; eur; 8.873200213596427 § monero; eur; 8.421840062521246
1585471599.51; ark; eur; 2.8107565077652628 § bitcoin; eur; 1.2234658754657601 § ethereum; eur; 5.8010106097284035 § litecoin; eur; 9.321341638525539 § monero; eur; 9.203247903373734
1585471600.52; ark; eur; 2.858112442203115 § bitcoin; eur; 1.2351179314225769 § ethereum; eur; 5.625222409433603 § litecoin; eur; 7.294970475326862 § monero; eur; 8.24819387566514
1585471601.52; ark; eur; 3.1232981327168057 § bitcoin; eur; 1.2118138195089434 § ethereum; eur; 6.093990943553071 § litecoin; eur; 7.522938302680826 § monero; eur; 8.942778623089572
1585471602.52; ark; eur; 2.3518669864203545 § bitcoin; eur; 2.6516373157269006 § ethereum; eur; 3.0238293114409664 § litecoin; eur; 8.60431535863896 § monero; eur; 8.855955529661518
1585471603.53; ark; eur; 2.262272053604341 § bitcoin; eur; 2.598068885106155 § ethereum; eur; 2.9935910183265566 § litecoin; eur; 8.514687073653137 § monero; eur; 8.682309342805409
1585471604.53; ark; eur; 1.273319527566271 § bitcoin; eur; 4.352676370890446 § ethereum; eur; 1.0855387756079922 § litecoin; eur; 9.500598208497184 § monero; eur; 8.5086631559493
1585471605.53; ark; eur; 1.3652085656380637 § bitcoin; eur; 4.2629304663360035 § ethereum; eur; 2.9331144320977374 § litecoin; eur; 8.60431535863896 § monero; eur; 8.24819387566514
1585471606.54; ark; eur; 0.9869048861452636 § bitcoin; eur; 4.5321681799993305 § ethereum; eur; 2.9331144320977374 § litecoin; eur; 8.96282849858225 § monero; eur; 8.855955529661518
1585471607.54; ark; eur; 1.0581248263825507 § bitcoin; eur; 4.2629304663360035 § ethereum; eur; 3.144782483898605 § litecoin; eur; 8.60431535863896 § monero; eur; 8.942778623089572
1585471608.55; ark; eur; 1.6742931359673776 § bitcoin; eur; 4.577041132276551 § ethereum; eur; 1.0963941633640721 § litecoin; eur; 9.321341638525539 § monero; eur; 9.029601716517625
1585471609.55; ark; eur; 1.6742931359673776 § bitcoin; eur; 4.731606289010494 § ethereum; eur; 1.0855387756079922 § litecoin; eur; 6.883822867801128 § monero; eur; 9.116424809945679
1585471610.56; ark; eur; 2.7068111422129375 § bitcoin; eur; 3.776774396074983 § ethereum; eur; 1.8815941622171 § litecoin; eur; 7.017489331253578 § monero; eur; 3.742625057681367
1585471611.56; ark; eur; 2.681031988477576 § bitcoin; eur; 3.668866556187126 § ethereum; eur; 1.771986735291832 § litecoin; eur; 6.683323172622455 § monero; eur; 3.9765391237864525
1585471612.56; ark; eur; 2.968980994349623 § bitcoin; eur; 3.417081596448794 § ethereum; eur; 1.8450583532420106 § litecoin; eur; 6.883822867801128 § monero; eur; 8.682309342805409
1585471613.57; ark; eur; 3.1189295294177857 § bitcoin; eur; 3.5969279962618885 § ethereum; eur; 1.8085225442669213 § litecoin; eur; 6.816989636074903 § monero; eur; 9.029601716517625
1585471614.57; ark; eur; 2.5766242825468213 § bitcoin; eur; 3.668866556187126 § ethereum; eur; 1.936397875679734 § litecoin; eur; 7.084322562979802 § monero; eur; 9.203247903373734
1585471615.58; ark; eur; 2.3514823549456425 § bitcoin; eur; 1.7162865945824954 § ethereum; eur; 1.717183021829198 § litecoin; eur; 6.282323782265108 § monero; eur; 3.898567768418091
1585471616.58; ark; eur; 1.6201874736344013 § bitcoin; eur; 1.0260442314732345 § ethereum; eur; 4.703063389878157 § litecoin; eur; 2.770492936252236 § monero; eur; 4.054510479154814
1585471617.59; ark; eur; 1.4813142616085955 § bitcoin; eur; 0.9752499625884209 § ethereum; eur; 4.611741770657221 § litecoin; eur; 2.770492936252236 § monero; eur; 4.054510479154814
1585471618.59; ark; eur; 0.9744865264285204 § bitcoin; eur; 1.076838500358048 § ethereum; eur; 4.840045818709559 § litecoin; eur; 2.8276165019481585 § monero; eur; 4.132481834523176
1585471619.6; ark; eur; 1.0347640435271919 § bitcoin; eur; 0.9549322550344954 § ethereum; eur; 4.748724199488624 § litecoin; eur; 6.7501564043486795 § monero; eur; 4.132481834523176
1585471620.6; ark; eur; 1.3675442253321084 § bitcoin; eur; 1.04636193902716 § ethereum; eur; 4.566080961046754 § litecoin; eur; 2.8847400676440813 § monero; eur; 3.898567768418091
1585471621.6; ark; eur; 1.3122899131974777 § bitcoin; eur; 2.1610666942861365 § ethereum; eur; 6.649220863401386 § litecoin; eur; 2.8847400676440813 § monero; eur; 3.781610735365548
1585471622.61; ark; eur; 2.443210459540755 § bitcoin; eur; 3.811171767540839 § ethereum; eur; 6.649220863401386 § litecoin; eur; 2.85617828479612 § monero; eur; 3.820596413049729
1585471623.61; ark; eur; 2.3966731174542644 § bitcoin; eur; 4.013893670069607 § ethereum; eur; 6.784919248368761 § litecoin; eur; 0.9400500034765813 § monero; eur; 4.015524801470634
1585471624.62; ark; eur; 2.823263482142593 § bitcoin; eur; 4.297704333609882 § ethereum; eur; 7.056316018303511 § litecoin; eur; 2.770492936252236 § monero; eur; 3.820596413049729
1585471625.62; ark; eur; 3.0907305488718912 § bitcoin; eur; 4.297704333609882 § ethereum; eur; 6.988466825819823 § litecoin; eur; 2.7133693705563138 § monero; eur; 4.132481834523176
1585471626.63; ark; eur; 2.777791797993193 § bitcoin; eur; 4.013893670069607 § ethereum; eur; 6.9206176333361356 § litecoin; eur; 2.998987199035926 § monero; eur; 4.132481834523176
1585471627.63; ark; eur; 2.58715902754268 § bitcoin; eur; 5.2997462634531916 § ethereum; eur; 6.250016153392052 § litecoin; eur; 1.0200542590916095 § monero; eur; 3.7036393799971865
1585471628.63; ark; eur; 1.827870072985691 § bitcoin; eur; 3.9422520039743842 § ethereum; eur; 6.765481403156345 § litecoin; eur; 1.0000531951878524 § monero; eur; 0.9840608987061631
1585471629.64; ark; eur; 1.7011860085213362 § bitcoin; eur; 3.983317129015784 § ethereum; eur; 3.816785491942226 § litecoin; eur; 1.0000531951878524 § monero; eur; 0.9840608987061631
1585471630.64; ark; eur; 1.1353806613155815 § bitcoin; eur; 4.024382254057183 § ethereum; eur; 3.9324456583647174 § litecoin; eur; 1.030054791043488 § monero; eur; 1.036404563530959
1585471631.65; ark; eur; 1.0068470015440063 § bitcoin; eur; 4.352903254388383 § ethereum; eur; 6.443315622053662 § litecoin; eur; 1.010053727139731 § monero; eur; 3.6646537023130055
1585471632.65; ark; eur; 1.2339277318931772 § bitcoin; eur; 4.229707879264183 § ethereum; eur; 6.056716684730443 § litecoin; eur; 1.010053727139731 § monero; eur; 3.898567768418091
1585471633.65; ark; eur; 1.222063042163435 § bitcoin; eur; 2.2618201456888367 § ethereum; eur; 3.9324456583647174 § litecoin; eur; 1.0600563868991235 § monero; eur; 1.0992169613207141
1585471634.66; ark; eur; 1.9472917495268054 § bitcoin; eur; 2.217901307908471 § ethereum; eur; 3.739678714327231 § litecoin; eur; 2.7086023211751145 § monero; eur; 1.0573420294608773
1585471635.66; ark; eur; 2.131772020534608 § bitcoin; eur; 1.075849522680678 § ethereum; eur; 1.4143665343990117 § litecoin; eur; 2.9061045737608002 § monero; eur; 1.1096856942856732
1585471636.67; ark; eur; 2.8386511333969917 § bitcoin; eur; 1.0348647789595093 § ethereum; eur; 1.3863592762921007 § litecoin; eur; 2.8496753587363184 § monero; eur; 1.0049983646360814
1585471637.67; ark; eur; 2.8673243771686785 § bitcoin; eur; 1.024618593029217 § ethereum; eur; 1.4283701634524673 § litecoin; eur; 2.9907483962975223 § monero; eur; 1.0468732964959182
1585471638.67; ark; eur; 2.743081236220976 § bitcoin; eur; 0.9938800352383406 § ethereum; eur; 1.4563774215593783 § litecoin; eur; 2.7086023211751145 § monero; eur; 1.0573420294608773
1585471639.68; ark; eur; 2.7719557755496185 § bitcoin; eur; 1.5859792600374345 § ethereum; eur; 1.4143665343990117 § litecoin; eur; 2.9061045737608002 § monero; eur; 1.0782794953907957
1585471640.68; ark; eur; 2.0289125623262234 § bitcoin; eur; 1.619368297090854 § ethereum; eur; 1.348836098785242 § litecoin; eur; 2.7086023211751145 § monero; eur; 1.0992169613207141
1585471641.68; ark; eur; 1.9661626892645874 § bitcoin; eur; 3.502209093401586 § ethereum; eur; 1.3354812859259821 § litecoin; eur; 6.512891100821668 § monero; eur; 1.0782794953907957
1585471642.7; ark; eur; 1.1389011024865787 § bitcoin; eur; 3.749840039399678 § ethereum; eur; 1.3087716602074626 § litecoin; eur; 6.978097608023216 § monero; eur; 1.0259358305659998
1585471643.7; ark; eur; 1.1994809483635245 § bitcoin; eur; 3.4668332439732876 § ethereum; eur; 1.2820620344889428 § litecoin; eur; 2.7650315361995963 § monero; eur; 0.9840608987061631
1585471644.71; ark; eur; 1.0775132689535447 § bitcoin; eur; 3.3960815451166897 § ethereum; eur; 1.415610163081541 § litecoin; eur; 2.9625337887852816 § monero; eur; 1.0049983646360814
1585471645.71; ark; eur; 1.1197686912654485 § bitcoin; eur; 4.665891669963425 § ethereum; eur; 1.415610163081541 § litecoin; eur; 2.736816928687355 § monero; eur; 1.0468732964959182
1585471646.72; ark; eur; 1.8571654127420187 § bitcoin; eur; 5.107923512381014 § ethereum; eur; 3.7575493430101234 § litecoin; eur; 6.3135168834495765 § monero; eur; 1.0678107624258366
1585471647.72; ark; eur; 1.8571654127420187 § bitcoin; eur; 4.48267333169969 § ethereum; eur; 3.8691597195351766 § litecoin; eur; 6.645807245736396 § monero; eur; 2.7215700665286704
1585471648.72; ark; eur; 2.828386989432477 § bitcoin; eur; 4.663791446111799 § ethereum; eur; 3.7575493430101234 § litecoin; eur; 6.978097608023216 § monero; eur; 2.611607639598219
1585471649.73; ark; eur; 2.720638913644573 § bitcoin; eur; 4.346834745890608 § ethereum; eur; 3.534328589960017 § litecoin; eur; 6.645807245736396 § monero; eur; 2.6665888530634447
1585471650.74; ark; eur; 2.8020351919403574 § bitcoin; eur; 4.754350503317853 § ethereum; eur; 3.608735507643386 § litecoin; eur; 6.3135168834495765 § monero; eur; 2.804041886726509
1585471651.74; ark; eur; 2.8914618470022835 § bitcoin; eur; 2.821837431356014 § ethereum; eur; 3.7575493430101234 § litecoin; eur; 6.778723390651124 § monero; eur; 2.8865137069243474
1585471652.75; ark; eur; 2.4135757591167204 § bitcoin; eur; 2.684855031775625 § ethereum; eur; 5.980583795606477 § litecoin; eur; 6.71226531819376 § monero; eur; 2.6940794597960576
1585471653.75; ark; eur; 2.295263221905117 § bitcoin; eur; 1.1668953675787712 § ethereum; eur; 6.171453491210939 § litecoin; eur; 9.225716333004085 § monero; eur; 2.91400431365696
1585471654.76; ark; eur; 1.3724372289686748 § bitcoin; eur; 1.262152132279079 § ethereum; eur; 6.900715360374987 § litecoin; eur; 9.225716333004085 § monero; eur; 2.7490606732612832
1585471655.76; ark; eur; 1.4148837412048194 § bitcoin; eur; 1.238337941104002 § ethereum; eur; 6.76406753145667 § litecoin; eur; 8.59872590260575 § monero; eur; 2.7215700665286704
1585471656.77; ark; eur; 1.0315140259553293 § bitcoin; eur; 1.1192669852286172 § ethereum; eur; 6.48956965055171 § litecoin; eur; 9.136146271518609 § monero; eur; 2.8865137069243474
1585471657.77; ark; eur; 1.0114846273930898 § bitcoin; eur; 1.3313289018834853 § ethereum; eur; 6.425946418683555 § litecoin; eur; 8.688295964091227 § monero; eur; 2.8865137069243474
1585471658.78; ark; eur; 1.596466061644954 § bitcoin; eur; 1.2399631929306971 § ethereum; eur; 7.037363189293303 § litecoin; eur; 8.957006148547656 § monero; eur; 2.776551279993896
1585471659.78; ark; eur; 1.4458560558293923 § bitcoin; eur; 3.037466289271151 § ethereum; eur; 6.695743616997512 § litecoin; eur; 8.777866025576703 § monero; eur; 2.6940794597960576
1585471660.78; ark; eur; 2.5141159073346033 § bitcoin; eur; 2.8290127203996014 § ethereum; eur; 4.416469747570613 § litecoin; eur; 7.630151847053014 § monero; eur; 7.737752541537605
1585471661.79; ark; eur; 2.4401713218247623 § bitcoin; eur; 4.390648825882731 § ethereum; eur; 4.651388351164794 § litecoin; eur; 7.859056402464605 § monero; eur; 2.5841170328656062
1585471662.79; ark; eur; 2.9063004738678786 § bitcoin; eur; 4.764321066383388 § ethereum; eur; 4.8393232340401395 § litecoin; eur; 8.777866025576703 § monero; eur; 2.6940794597960576
1585471663.8; ark; eur; 2.8763386133125395 § bitcoin; eur; 4.857739126508553 § ethereum; eur; 4.933290675477812 § litecoin; eur; 8.86743608706218 § monero; eur; 2.6940794597960576
1585471664.8; ark; eur; 2.768363552488347 § bitcoin; eur; 4.437357855945313 § ethereum; eur; 4.604404630445958 § litecoin; eur; 7.630151847053014 § monero; eur; 2.776551279993896
1585471665.81; ark; eur; 2.742246915200721 § bitcoin; eur; 4.682847046562522 § ethereum; eur; 1.9222726356694442 § litecoin; eur; 7.782754883994074 § monero; eur; 7.06813934082762
1585471666.81; ark; eur; 1.6148371728808066 § bitcoin; eur; 4.731123820238423 § ethereum; eur; 1.9030499093127498 § litecoin; eur; 7.630151847053014 § monero; eur; 7.44014667455539
1585471667.82; ark; eur; 1.5815415610688313 § bitcoin; eur; 3.4032163935035733 § ethereum; eur; 1.9030499093127498 § litecoin; eur; 7.477548810111954 § monero; eur; 7.588949608046497
1585471668.82; ark; eur; 0.9953137325500792 § bitcoin; eur; 3.2710526500665416 § ethereum; eur; 1.9222726356694442 § litecoin; eur; 7.553850328582484 § monero; eur; 7.588949608046497
1585471669.83; ark; eur; 1.0158356651799776 § bitcoin; eur; 3.2380117142072833 § ethereum; eur; 1.960718088382833 § litecoin; eur; 7.859056402464605 § monero; eur; 7.8121540082831595
1585471670.83; ark; eur; 1.3084712367693339 § bitcoin; eur; 3.4032163935035733 § ethereum; eur; 1.8838271829560553 § litecoin; eur; 7.477548810111954 § monero; eur; 7.06813934082762
1585471671.84; ark; eur; 1.2186741911086933 § bitcoin; eur; 1.5309461150358254 § ethereum; eur; 1.1092474641046106 § litecoin; eur; 3.8851480669445246 § monero; eur; 7.44014667455539
1585471672.85; ark; eur; 2.2208989818798863 § bitcoin; eur; 1.485918288123007 § ethereum; eur; 1.0564261562901054 § litecoin; eur; 4.040553989622306 § monero; eur; 7.216942274318728
1585471673.85; ark; eur; 2.286866278371368 § bitcoin; eur; 1.1082818809315946 § ethereum; eur; 1.0881189409788086 § litecoin; eur; 3.768593624936189 § monero; eur; 7.06813934082762
1585471674.86; ark; eur; 2.990770558912625 § bitcoin; eur; 1.043721771362764 § ethereum; eur; 1.0669904178530065 § litecoin; eur; 3.807445105605634 § monero; eur; 7.514548141300944
1585471675.86; ark; eur; 2.932127998933946 § bitcoin; eur; 1.0329617531012922 § ethereum; eur; 1.0775546794159074 § litecoin; eur; 3.9628510282834153 § monero; eur; 7.3657452078098355
1585471676.87; ark; eur; 2.8364354506404115 § bitcoin; eur; 1.1298019174545382 § ethereum; eur; 1.0458618947272043 § litecoin; eur; 4.00170250895286 § monero; eur; 7.3657452078098355
